report_id,region_id,office_code,app_combo,app_type,avg_days,performance_standard,percent_in_standard,source_file
2018_2019_Q3,province_average,Prov / Avg.,A1,A1_L,41.89655172413793,30,17.24137931034483,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A1,A1_T,39.0,30,15.384615384615385,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A1/L1/L2,A1_L,69.0,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A1/L1/L2,L1,69.0,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A1/L1/L2,L2,69.0,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A1/L2,A1_L,43.0,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A1/L2,L2,43.0,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A1/T1,A1_T,43.0,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A1/T1,T1,43.0,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A1/T2,A1_T,72.5,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A1/T2,T2,72.5,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A2,A2_L,41.36,30,12.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A2,A2_T,41.09090909090909,30,18.181818181818183,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A2/L1,A2_L,44.333333333333336,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A2/L1,L1,44.333333333333336,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A2/L1/L2,A2_L,36.5,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A2/L1/L2,L1,36.5,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A2/L1/L2,L2,36.5,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
2018_2019_Q3,province_average,Prov / Avg.,A2/L2,A2_L,26.0,30,0.0,22 10 2018-10-01_2018-12-31 LTBAvgDayFirstHearing Q3 2018-19.xlsx
